ticker,n_predictions,n_folds,up_fnn_rmse,up_fnn_mae,up_naive_rmse,up_naive_mae,up_improve_pct,dn_fnn_rmse,dn_fnn_mae,dn_naive_rmse,dn_naive_mae,dn_improve_pct,avg_improve_pct
SPGI,1541,26,0.028443917830249642,0.01910302243912326,0.03195299694931396,0.02234360067818183,10.982003111103033,0.030219252352927117,0.020665414872056295,0.03050362376226221,0.019669097583036407,0.9322545135994731,5.957128812351253
WFC,1541,26,0.03620471248929458,0.024787401442210685,0.041781690378253834,0.02960640295312176,13.347899135890184,0.04006616580599563,0.02730013336853259,0.03944972610537611,0.026577830380893196,-1.5625956412800512,5.892651747305067
QCOM,1541,26,0.04659257885133097,0.029543796462575617,0.05108145174343316,0.03339951875803183,8.787676815937928,0.04091928499670767,0.02954374755084955,0.042112092882762506,0.029826401406873076,2.832459287586442,5.810068051762185
RTX,1541,26,0.03330931288903539,0.02068106414818213,0.03811950269140755,0.02429830142873998,12.618710798282319,0.03601933813311834,0.02240592174101237,0.03552702302423608,0.021578547381069575,-1.3857482754645822,5.616481261408868
BLK,1541,26,0.031218877897343376,0.02101010896123939,0.03545375344405937,0.024249507154253166,11.944787604499997,0.0321830019642617,0.022489088603677248,0.03193727039566213,0.021761649134750122,-0.7694194449158198,5.587684079792089
JPM,1541,26,0.030763201002432468,0.020509088881855604,0.03602289659051231,0.025255358803512738,14.600979060260077,0.032309601410178496,0.022196302120464813,0.031202820995665567,0.02064565324888371,-3.5470524112761304,5.526963324491973
REGN,1541,26,0.03532129698040588,0.02487203893060228,0.03808824165364926,0.026853894347462774,7.264563952319603,0.03414888993011449,0.024284482769889554,0.03545528387749636,0.024709285333660826,3.6846241364070553,5.474594044363329
CHTR,1541,26,0.03816563858987777,0.025435850048257273,0.04123262851172325,0.02800337976593468,7.438259535099656,0.040765840009140394,0.027100046452698093,0.042143620019586214,0.02703399243524931,3.2692493188897775,5.353754426994716
AAPL,1541,26,0.03239955592526018,0.023098884519421603,0.03623215388325175,0.026794870067144105,10.577891588617883,0.03242892049647283,0.023179855344504632,0.032386388691499894,0.02206294859747975,-0.13132617340598784,5.223282707605947
MA,1541,26,0.02935538096823824,0.019186570862684844,0.032544424228271966,0.022397356384341514,9.799046490007779,0.031528272162594996,0.02149805898366858,0.031702433660343074,0.020879430556883995,0.5493631801710475,5.174204835089413
ADBE,1541,26,0.036520176228467476,0.025771330333127982,0.039025975479447104,0.028369211262501665,6.420849755054292,0.0392673132108886,0.027742556196739782,0.04075276293214852,0.02773099538103213,3.645028249331528,5.03293900219291
CRM,1541,26,0.040370799846863745,0.027067041627458592,0.04444205320655466,0.0306224537202291,9.16081293717198,0.04090375816865782,0.028890749225941162,0.04123519629624681,0.02799363587060302,0.8037748267470946,4.982293881959538
TXN,1541,26,0.032202783940005614,0.022648301706054176,0.03602542113294599,0.026217991868006392,10.610943807800478,0.033318120541021935,0.024115929573288925,0.03305497957103521,0.02365845914201926,-0.7960705872506635,4.907436610274907
META,1541,26,0.044401548572386214,0.029453703684065573,0.04942292490612975,0.03409006438025343,10.160014493842207,0.04395587204375145,0.02971216297563189,0.04378371130599841,0.02868080170523602,-0.3932072741614556,4.883403609840375
NEE,1541,26,0.029951189573047935,0.020342484727070148,0.032775406403673525,0.023514771588007854,8.616878142841422,0.03252354200713832,0.021475836869683924,0.032853089941251995,0.021226454004179465,1.003095704857515,4.809986923849468
UNH,1541,26,0.03625433135017376,0.023110230144485547,0.03883753640191987,0.02576545541893973,6.651310281407074,0.04036912325046228,0.024880310477385325,0.041585867987270965,0.024710164437409244,2.9258611054628347,4.788585693434954
TJX,1541,26,0.029646819132226436,0.019038414223143816,0.03400894202460702,0.022768576690619255,12.826399860437842,0.03245421298584813,0.02095974653904362,0.031120796258687744,0.019521956656832297,-4.284648490599419,4.270875684919211
CVS,1541,26,0.03570429162841306,0.02404860056066141,0.03771505968074732,0.026013629793304602,5.331472545331051,0.03427322428703662,0.023406078237065933,0.035342401153081855,0.02393752334790774,3.0251958869863094,4.17833421615868
TSLA,1541,26,0.08829304590982785,0.05960677820129025,0.0908548041489511,0.060067978994722306,2.8196178101087432,0.06426207947457259,0.04754973695195934,0.06788800417953245,0.04960102349639654,5.341038890126981,4.080328350117862
ORCL,1541,26,0.04082933601224536,0.026457595941077047,0.04305218587016615,0.02813981038035574,5.163152144293692,0.03798192860783658,0.026863617716933713,0.03904220334318091,0.026017067352923678,2.7157143925114036,3.9394332684025475
HON,1541,26,0.028714389771957696,0.018432635981850073,0.030981681996769095,0.021056500593737884,7.318170217639707,0.029923814370597317,0.019579802154453253,0.030069060847533163,0.019400638280704117,0.4830429446144868,3.9006065811270973
TMO,1541,26,0.031923688125010515,0.021969238257514234,0.0327574042516408,0.023610349286319963,2.5451226850141118,0.029164219970558798,0.02121077360610858,0.03048661461380496,0.021963112767445312,4.3376237735735845,3.4413732292938484
PFE,1541,26,0.03131090802300735,0.021561573134017374,0.031326958805232286,0.02167544078958744,0.05123632435796166,0.027116822441061925,0.01976507757073723,0.029026359999929367,0.02114116662280365,6.57863252185974,3.314934423108851
ABBV,1541,26,0.030166967944131123,0.020387258332161404,0.03165457420956162,0.022436759322537993,4.699498579832895,0.02873841386643402,0.01933311989068393,0.029279800523560155,0.01879624078493182,1.8490107427149516,3.274254661273923
TGT,1541,26,0.03970147698974672,0.025422027123954194,0.04195631783404607,0.027522757600630526,5.374258182565351,0.035581455222742836,0.025006925102993256,0.03587071605673942,0.024790218768022846,0.8063982707761985,3.0903282266707746
SBUX,1541,26,0.03456684288648522,0.022220857828420943,0.03705774684437149,0.02460764943786672,6.7216821582465,0.034142466329621764,0.022969483079797126,0.03389025886179503,0.022167406621320634,-0.7441886733743797,2.98874674243606
HD,1541,26,0.02849432870112348,0.01970812915733548,0.03173003835188277,0.022668140557650564,10.197622879857903,0.03197192988386609,0.02160602801228438,0.03067369740270525,0.01993225196437876,-4.232396453928433,2.982613212964735
GILD,1541,26,0.03102077603669797,0.02101849039148748,0.03239808704712861,0.02269169167402702,4.25121090769065,0.026286401939337605,0.01935802676073138,0.02652231584237494,0.019802913539867295,0.8894920957860375,2.570351501738344
