ticker,n_predictions,n_folds,mean_y_up_true,mean_y_up_pred,up_xgb_rmse,up_xgb_mae,up_naive_rmse,up_naive_mae,up_improve_pct,mean_y_dn_true,mean_y_dn_pred,dn_xgb_rmse,dn_xgb_mae,dn_naive_rmse,dn_naive_mae,dn_improve_pct,avg_improve_pct
EBAY,1662,28,0.023044919921595852,0.021443622186779976,0.0349499646140149,0.025502826638755034,0.0406122328375343,0.02899528819271098,13.942272630443163,-0.018337453903628228,-0.024200811982154846,0.03806022683328831,0.027969074511231217,0.03696934305185229,0.02599527129886942,-2.9507794604463955,5.495746584998384
XOM,1662,28,0.021547861760126113,0.020625919103622437,0.03226241712233946,0.023379746066999576,0.03761946000418035,0.026916814210987777,14.240084470233239,-0.017413792844107222,-0.024979140609502792,0.03576921171560159,0.02571969021548395,0.034580468311059966,0.024204780951037348,-3.437615112232084,5.401234679000577
VRTX,1662,28,0.02084725104068867,0.020151710137724876,0.030641659711697,0.022371756071213073,0.03542393746412898,0.02579039234650875,13.500130405533305,-0.015510778662720758,-0.02109220251441002,0.03502329277112562,0.023959627976980362,0.03406253000762858,0.022067092078256578,-2.820585444715551,5.339772480408877
MRK,1662,28,0.016480156902821383,0.01658722013235092,0.026418797310313904,0.019309983016169516,0.02961572791013716,0.021004445318039636,10.794705467053479,-0.013591728252948961,-0.017108384519815445,0.02733598350200089,0.020034781984125213,0.027281066718218745,0.01925366767868306,-0.20129998709130792,5.296702739981086
HON,1662,28,0.01683316099409855,0.016148222610354424,0.027158342119374845,0.01856440697491807,0.030969230686415026,0.02121401964936412,12.305402758073248,-0.013814554680944604,-0.01863108202815056,0.030368388491299626,0.020418737313112823,0.029754600967509752,0.019449750197215614,-2.062832314438001,5.121285221817623
PANW,1662,28,0.028210938729376314,0.028084145858883858,0.04169637551433727,0.029914615310070933,0.049531043814889486,0.034815531147637364,15.817692697598762,-0.020726913550197117,-0.02577105537056923,0.048899564556184986,0.03389556998893166,0.04627896737899351,0.03079241048426165,-5.662609443574129,5.077541627012316
AMZN,1662,28,0.02405510577693618,0.022472547367215157,0.03678588077127601,0.02662776566659369,0.04184919173978498,0.0301649483260658,12.098945661823635,-0.019103779552066755,-0.023447493091225624,0.039470656521387114,0.028845736526558804,0.03863466824443363,0.02707966980360729,-2.1638293142945075,4.967558173764564
WDAY,1662,28,0.025435484746634318,0.02667498029768467,0.042071736942640735,0.030570852215601074,0.04698877749808752,0.03298333485610598,10.464287043107067,-0.023775184329808536,-0.02761358767747879,0.04527845912524041,0.032481971938081514,0.04492824496403146,0.03201780170382481,-0.7794966429009786,4.842395200103044
GS,1662,28,0.023068582913704644,0.018926799297332764,0.033910117419562465,0.02400401798277844,0.03955777614734307,0.028264274506607807,14.2769874290821,-0.015699688427989928,-0.021526116877794266,0.0355371301553928,0.025041966207029146,0.03396313414305588,0.02336428036322574,-4.634425096656591,4.821281166212755
CI,1662,28,0.02052821528101281,0.020996268838644028,0.03497163398008173,0.024168951443065162,0.03897947987745357,0.026171343225358426,10.281937855435697,-0.017655371175727956,-0.02257203496992588,0.0375253490690895,0.026558798742755473,0.037242582745475435,0.02468037940122921,-0.7592554081078395,4.761341223663928
LOW,1662,28,0.021110781904868495,0.019405754283070564,0.03365892860083348,0.022928986897508583,0.038336578479769096,0.02644724425862843,12.201531968754331,-0.016121156617654907,-0.020884502679109573,0.03651785299518591,0.024913724410482896,0.035560627392192824,0.023353777364193015,-2.6918130336565316,4.7548594675489
BMY,1662,28,0.01674928981406725,0.01821115054190159,0.026998950323319386,0.02011351582086354,0.030259870228205504,0.021646214861211,10.776384301366182,-0.01433904849589623,-0.017463108524680138,0.028184483011924964,0.020948492292093175,0.027815951608172608,0.019970383393373797,-1.3248923097927578,4.725745995786712
NFLX,1662,28,0.0290950924539973,0.026942593976855278,0.046901680386718395,0.03230007932406025,0.05331836638908134,0.036138573932054226,12.034663544524825,-0.021690037943835696,-0.02847057580947876,0.049714116366453946,0.034119532949671884,0.04843047188072249,0.03160062379910931,-2.650489321873417,4.692087111325704
RTX,1662,28,0.019643417752624348,0.0175857562571764,0.03367423912322938,0.021677851156378793,0.03751994952531558,0.024235665118710604,10.24977498834696,-0.014885440782499947,-0.020524635910987854,0.03575556355320421,0.023783960720026056,0.03539660514406451,0.0219768715608275,-1.0141040579421112,4.6178354652024245
LULU,1662,28,0.02685174567695944,0.02668684534728527,0.04428252951380465,0.03150447044491252,0.04902968631544164,0.03422369541866968,9.682209205042158,-0.022995412563817628,-0.027772866189479828,0.04655274165314732,0.03394590028387124,0.04633259229127672,0.03211993453551812,-0.47515010704906047,4.603529548996549
AVGO,1662,28,0.03039201396259505,0.03196854889392853,0.05065647260784569,0.0338399381315761,0.055128745526959615,0.03665578268677725,8.112415539959727,-0.0194471228359649,-0.02497822977602482,0.042715642903088026,0.030385506831403057,0.043149970367255625,0.029399332864091174,1.0065533312560215,4.5594844356078745
AMT,1662,28,0.01901984362595239,0.019490517675876617,0.031470665601580766,0.022732980916734574,0.03512777725487293,0.02461079502447979,10.410882609388118,-0.01677467854233966,-0.019996661692857742,0.03345099897605932,0.024284461941026944,0.03285853103684504,0.023060357736225275,-1.803087114728097,4.30389774733001
MA,1662,28,0.01855968443485433,0.016591761261224747,0.02830767598947583,0.019087919908123648,0.032853877501570046,0.022943976224821243,13.837640661675199,-0.014859278672840016,-0.020500697195529938,0.03394799464420423,0.02399268101154342,0.032251391239092514,0.02131688834318473,-5.260558816003047,4.288540922836075
