ticker,n_predictions,n_folds,up_mdn_rmse,up_mdn_mae,up_naive_rmse,up_naive_mae,up_improve_pct,dn_mdn_rmse,dn_mdn_mae,dn_naive_rmse,dn_naive_mae,dn_improve_pct,avg_improve_pct,mean_up_std,mean_dn_std
BMY,1547,27,0.02933045489372847,0.020877251401543617,0.030544186650175144,0.02171843517602165,3.973691525486134,0.02504354071629641,0.01862756349146366,0.028039865019579724,0.020209271604362374,10.685944105619038,7.329817815552586,43974.29296875,10454.2568359375
MDT,1547,27,0.027177034212086067,0.019259121268987656,0.0292143414088334,0.020083444708606162,6.9736543714496335,0.02588721582771001,0.01828104816377163,0.027855435323254924,0.01900711150392042,7.065836425474059,7.019745398461846,50306.6796875,10233.4443359375
LIN,1547,27,0.02476968210063408,0.0176785159856081,0.028059479975433205,0.019383929041199236,11.724372218157386,0.023804045943812732,0.017385192215442657,0.024235075353545354,0.016650017029323703,1.7785354633509165,6.751453840754151,43804.8046875,11071.220703125
PM,1547,27,0.027747343281994942,0.01906859688460827,0.030030514402633393,0.02165291739067409,7.602837200944645,0.026653396531979574,0.018414253368973732,0.028304329975413087,0.018525454639211278,5.8327946461464215,6.717815923545533,43601.46875,10309.6328125
GILD,1547,27,0.029946187002224855,0.021227268502116203,0.03235050318054437,0.022648767913941274,7.432082786784811,0.024989968528019234,0.018427928909659386,0.02652537841968905,0.019819525300572387,5.788456124456731,6.610269455620771,47572.51953125,10797.3720703125
UPS,1547,27,0.0332944941668603,0.022116098552942276,0.035506112837651656,0.023598692304380883,6.228839188631474,0.03269152735604412,0.021837126463651657,0.03504673347933593,0.02311229334973283,6.720187274173417,6.474513231402446,44732.6328125,10617.140625
MRK,1547,27,0.028592563515615677,0.020094703882932663,0.02955554507060949,0.020833214314096623,3.258209424638281,0.02573550728789266,0.018669718876481056,0.027590457929151803,0.01943596280533886,6.723160036061682,4.990684730349981,45596.5078125,10403.318359375
T,1547,27,0.027548280485349526,0.01950528472661972,0.028731484386297336,0.020205509553151115,4.118144002027635,0.027190541304192177,0.018816841766238213,0.0286834057662738,0.01878051784488879,5.204627631203218,4.661385816615427,47640.3046875,10281.298828125
COST,1547,27,0.026246364696927756,0.017840899527072906,0.02672920237767811,0.020089522729722024,1.8064051217389854,0.021655936591177354,0.015947435051202774,0.022407393151482706,0.01577851867221547,3.353609923408818,2.5800075225739016,36116.15234375,10251.41796875
MCD,1547,27,0.024129913914405044,0.01619800366461277,0.02378750556202641,0.016568342159408632,-1.439446231492414,0.023879764787240867,0.015726372599601746,0.024650860658892923,0.015093649599538283,3.1280687612579516,0.8443112648827689,47476.64453125,10522.0107421875
WMT,1547,27,0.026379323082809037,0.017405197024345398,0.0269663487801316,0.018643935224369516,2.1768823881528787,0.021760060418534635,0.015533718280494213,0.021559205647773957,0.014549573412602901,-0.9316427239582259,0.6226198320973264,41666.3671875,10096.3759765625
PEP,1547,27,0.024751981783299216,0.01671321876347065,0.023765481828548173,0.016269766726636836,-4.150978136559447,0.021238183739208365,0.0148966358974576,0.022245015684178318,0.0148996666953889,4.526101304060026,0.18756158375028953,42782.48046875,10125.5859375
JNJ,1547,27,0.024008954245228146,0.016741320490837097,0.023010564943788756,0.016494567701438492,-4.338830028199214,0.02025230215134064,0.014928530901670456,0.0210904857600252,0.014277928372677317,3.974226190054142,-0.18230191907253612,45278.28125,10370.4599609375
KO,1547,27,0.023634290550450018,0.015888459980487823,0.02316563935868235,0.016088828814976232,-2.023044494958093,0.022106621896451625,0.014860850758850574,0.022363109475855642,0.01411366066526689,1.146922701786779,-0.43806089658565694,40740.6328125,10206.30859375
PG,1547,27,0.023322116931357897,0.015387053601443768,0.022295530203156624,0.016124767870053677,-4.604450842150998,0.02096329597500456,0.015071560628712177,0.021599623497583115,0.014479409351354531,2.9460121036357756,-0.8292193692576111,42903.27734375,10247.939453125
VZ,1547,27,0.02708082471651327,0.01912214420735836,0.024942025625118144,0.017019395520672446,-8.575081765777771,0.02172992733859163,0.016441605985164642,0.022635316108659743,0.015974730477114035,3.999894526419856,-2.2875936196789572,42691.77734375,10367.03125
BRK-B,1547,27,0.02416087231619545,0.01627848856151104,0.023136042336534875,0.016858806686871078,-4.429582055364034,0.021185223412482006,0.015231957659125328,0.020810319010493822,0.014054857419853725,-1.801531258598854,-3.115556656981444,41660.1328125,10181.5537109375
TSLA,1547,27,0.084707622416067,0.06376036256551743,0.0906882462474774,0.05991564587924752,6.5947066779635355,0.08382259911511429,0.06481785327196121,0.06779212837775377,0.049531619940333865,-23.646507523756966,-8.525900422896715,19775.498046875,3187.251953125
