ticker,n_predictions,n_folds,up_cvae_rmse,up_cvae_mae,up_naive_rmse,up_naive_mae,up_improve_pct,dn_cvae_rmse,dn_cvae_mae,dn_naive_rmse,dn_naive_mae,dn_improve_pct,avg_improve_pct,mean_up_std,mean_dn_std
QCOM,1668,29,0.04418409035740597,0.029940558597445488,0.05104521196574262,0.03388964047360796,13.441263821063721,0.037579871281338655,0.027266422286629677,0.04280963799064129,0.03072371549947627,12.216330141464693,12.828796981264208,0.024431342259049416,0.023655839264392853
ISRG,1668,29,0.03646107043198538,0.024784820154309273,0.04316803362703919,0.02933484724153306,15.536874468270344,0.034055554248857124,0.024041790515184402,0.03782106751635804,0.025913615731976803,9.95612634643982,12.746500407355082,0.019727755337953568,0.018249714747071266
NKE,1668,29,0.03541293908381642,0.025034837424755096,0.040604116815566825,0.02766386080505157,12.784855671975127,0.03553914795720829,0.02439132146537304,0.04069322912507643,0.027825502707271337,12.665697165556312,12.72527641876572,0.02041381224989891,0.01933404989540577
EBAY,1668,29,0.03476782809199204,0.02584913931787014,0.04056695788223077,0.02896992715224717,14.295204996820521,0.032812573938059385,0.023926738649606705,0.03692712141310438,0.02597514586382498,11.142345564972356,12.718775280896438,0.023538708686828613,0.02315731719136238
GE,1668,29,0.03825445825068863,0.027335992082953453,0.046389327379196106,0.03362965826333274,17.536079068384304,0.03790130397155134,0.026889953762292862,0.04109899951595104,0.027992317172260087,7.780470527411842,12.658274797898073,0.021100718528032303,0.020606717094779015
OXY,1668,29,0.055506451732350304,0.035549912601709366,0.06477208502426067,0.04098180440525552,14.304979202753598,0.04821151258165508,0.03237814083695412,0.054155371449636315,0.036936948339814125,10.975566613016275,12.640272907884937,0.026086971163749695,0.026156090199947357
CRM,1668,29,0.039154361952573796,0.027155036106705666,0.04569385099259294,0.03151844579944379,14.311529665291744,0.03805989359216056,0.027034828439354897,0.042747314781269266,0.02942934615053865,10.96541668896267,12.638473177127207,0.0211669709533453,0.021044062450528145
CHTR,1668,29,0.03546989457976622,0.024186013266444206,0.04079020200008574,0.027956269660026054,13.04310142986871,0.03799968973528394,0.02529197186231613,0.043277778797382434,0.02809284729675265,12.195840934465252,12.619471182166981,0.020139602944254875,0.019216790795326233
BAC,1668,29,0.03266552866300491,0.023630430921912193,0.03898248688190503,0.027599789312643827,16.204605514360715,0.03333993732392332,0.023434165865182877,0.03661586894134678,0.024992462483171402,8.946753722193568,12.575679618277142,0.020205579698085785,0.01980423368513584
LLY,1668,29,0.03488679615087341,0.024696392938494682,0.04204801119936713,0.029250856764669396,17.03104342923478,0.03138875517621362,0.022575054317712784,0.0341606921926104,0.02379517461838777,8.114405295910265,12.572724362572522,0.019746268168091774,0.018065178766846657
ACN,1668,29,0.02754741416934701,0.02079061232507229,0.03203110403039328,0.023458802925776692,13.997924819549901,0.0292677744740139,0.021331196650862694,0.032881462740479504,0.02243771898961215,10.990047173348183,12.493985996449041,0.02010585553944111,0.019454656168818474
HD,1668,29,0.02669444795692822,0.019371969625353813,0.03183738065007607,0.022989143945647914,16.153755705199824,0.028337591548093143,0.019655220210552216,0.03102619497680858,0.020447426114920786,8.665591867533584,12.409673786366703,0.019114963710308075,0.017961828038096428
CMG,1668,29,0.03664934499119587,0.025912266224622726,0.04340967882921794,0.02994699507926772,15.573332999349132,0.03675381452241054,0.02480955980718136,0.040487695493427914,0.02677238348194111,9.222261048726443,12.397797024037787,0.02074463479220867,0.019721994176506996
AXP,1668,29,0.035383014689642917,0.023682020604610443,0.04244494215915316,0.02847404968089285,16.637853912088218,0.036110573123444366,0.024248946458101273,0.03930463261830888,0.025776079103698436,8.126419920731331,12.382136916409774,0.019165297970175743,0.018674101680517197
WFC,1668,29,0.03477269124966053,0.024964362382888794,0.041515511067691864,0.0295753935207561,16.241688093486395,0.03636516149513468,0.02541516348719597,0.039666571616777314,0.026866872450924766,8.322902603073146,12.28229534827977,0.020439326763153076,0.020010074600577354
AMT,1668,29,0.03042130639337619,0.022704685106873512,0.035074327767973895,0.024560301857835747,13.266174067194358,0.029170848067387227,0.02098836749792099,0.03285955189818412,0.023084449756368166,11.225666869184348,12.245920468189354,0.019415564835071564,0.01724383607506752
DIS,1668,29,0.03409415681080111,0.02436305768787861,0.03876694048757316,0.02579202592621385,12.053527098095163,0.030931940349830395,0.02140185795724392,0.03528767406198495,0.024550550168600114,12.343499048714413,12.198513073404788,0.01980404369533062,0.01887192763388157
CSCO,1668,29,0.02454326298294607,0.018510688096284866,0.029172432955449926,0.02133024870709574,15.868302721179251,0.027685426572171636,0.019600385800004005,0.03024376602537841,0.019663367333568393,8.45906376560379,12.163683243391521,0.01775846816599369,0.017270676791667938
NEE,1668,29,0.0278331992673896,0.020128583535552025,0.03294629898027211,0.023766120607843586,15.519496487129503,0.030122916315942584,0.02002822607755661,0.033026618877516616,0.021491447607309984,8.792006751713755,12.155751619421629,0.017651360481977463,0.01701255701482296
ORCL,1668,29,0.03662949306804756,0.02474677376449108,0.042400352300676576,0.027935985533497687,13.610403969537144,0.034554918412392846,0.0242227241396904,0.03869006396035575,0.026032941424913657,10.68787467552401,12.149139322530576,0.020973864942789078,0.01999051123857498
JPM,1668,29,0.029513682378037864,0.021098079159855843,0.03580914374405008,0.025163589869723838,17.58059732176156,0.029513379639746484,0.021200960502028465,0.031584417168865724,0.021134032419662097,6.557149742692614,12.068873532227087,0.01873091794550419,0.018208252266049385
LOW,1668,29,0.032425192439168894,0.022346364334225655,0.03827669070962625,0.026395851055396435,15.287367225259507,0.03253303546716892,0.021867239847779274,0.03564316573810053,0.02346178154838432,8.7257408440773,12.006554034668405,0.019696930423378944,0.018416602164506912
V,1668,29,0.024152989428932868,0.01736288331449032,0.029177401519059402,0.020667158245912674,17.220217800562065,0.026758959059966902,0.01928415708243847,0.02870564541651622,0.019134593106533142,6.781545331251326,12.000881565906695,0.01807202585041523,0.017471257597208023
C,1668,29,0.03574960877808422,0.025338275358080864,0.04252349325171599,0.02955803747967937,15.929746019533376,0.03760345370937895,0.02505873329937458,0.04088605795444237,0.026940634724668462,8.028664071065705,11.97920504529954,0.02025737427175045,0.019374780356884003
CVS,1668,29,0.03176847635448126,0.022705459967255592,0.037081721832300726,0.025661841684970734,14.328475635107274,0.0315341049028769,0.021860474720597267,0.03489275171317137,0.023823956812767378,9.625628949827547,11.97705229246741,0.018558742478489876,0.01700584404170513
TGT,1668,29,0.036895649407357074,0.025284668430685997,0.04268099688676557,0.02831568053553306,13.554855559623547,0.03524502004232847,0.02363678812980652,0.03932521294435418,0.02601678806769355,10.375513815524041,11.965184687573794,0.02022869884967804,0.019061628729104996
INTC,1668,29,0.05007845769137892,0.034471604973077774,0.05725059696590939,0.03773654483910455,12.527623561377377,0.04533068820109408,0.030879279598593712,0.05109563590991897,0.034792815888381776,11.282661632763368,11.905142597070373,0.02625860832631588,0.024699490517377853
REGN,1668,29,0.03305732572795048,0.024021903052926064,0.03850952677822511,0.02713018296047886,14.158057775349064,0.032252590188167264,0.02289522811770439,0.035686277588289274,0.025028304817916562,9.62187045602313,11.889964115686098,0.02007357031106949,0.018279483541846275
PFE,1668,29,0.028295075130580823,0.021566117182374,0.031706177087805265,0.02199189116560929,10.758477591852,0.02573056033312024,0.018998995423316956,0.029465869955109154,0.02156112402051769,12.676732869857933,11.717605230854966,0.019680142402648926,0.0180717371404171
AVGO,1668,29,0.04660024187018592,0.030916187912225723,0.05504939130043956,0.03659357960260167,15.34830673084332,0.03977960162931728,0.02753974311053753,0.04320877928024248,0.029489230720738398,7.936298382058704,11.64230255645101,0.02485589124262333,0.024480190128087997
TTD,1668,29,0.07379004932165759,0.04701845720410347,0.08510864597226213,0.0559770072787163,13.298997441803273,0.06733184421006752,0.044991910457611084,0.07473048070899262,0.05036928719670718,9.900426745193936,11.599712093498605,0.02503357268869877,0.024490639567375183
GILD,1668,29,0.02745492295143123,0.020505165681242943,0.03207815335663555,0.02254720291918386,14.412395731776073,0.023983276872859963,0.018360096961259842,0.02622550343389379,0.01961392247338533,8.549794160046432,11.481094945911252,0.018899036571383476,0.017621619626879692
SBUX,1668,29,0.03238710059556353,0.022638842463493347,0.03753447330135744,0.025239624631608126,13.71372035639501,0.03145437909557263,0.02141759544610977,0.03464596047614186,0.02294162790458271,9.211987015822631,11.46285368610882,0.019902542233467102,0.01904948055744171
TMUS,1668,29,0.026469355019215546,0.019365955144166946,0.03236845345285921,0.02262560133178942,18.224838706721023,0.025084741494249604,0.01916978508234024,0.02630853916009946,0.018640266531667723,4.6517127325180985,11.438275719619561,0.019359098747372627,0.01820182241499424
CI,1668,29,0.033033514526361864,0.02212599478662014,0.03892093297917469,0.026123324857276933,15.126611831126946,0.0343256100436338,0.023594260215759277,0.037200632721803864,0.024659637043245468,7.728424136412526,11.427517983769736,0.01964397355914116,0.0183962881565094
CCL,1668,29,0.07361111865228538,0.04819874465465546,0.0837215272441959,0.05324796504104885,12.076235258371304,0.06794467203575946,0.04375937953591347,0.07562561445698825,0.05030502159289542,10.156535555287672,11.116385406829487,0.03241777792572975,0.033134039491415024
TSLA,1668,29,0.07843467610431838,0.05268027260899544,0.08999828732205133,0.060043179133923416,12.84870141623199,0.06186560816602983,0.044989559799432755,0.06805648631910981,0.05000346726018347,9.096676140539483,10.972688778385736,0.02150779590010643,0.016529608517885208
MPC,1668,29,0.04581096104955307,0.03063480369746685,0.05396190489132772,0.036751818568817304,15.104996493710876,0.04587860389080427,0.030470671132206917,0.04922402000534346,0.03186515025748599,6.796308213299196,10.950652353505037,0.02440168708562851,0.023681839928030968
UPS,1668,29,0.030679792345347234,0.02144588716328144,0.03533141502799296,0.023763903708364016,13.165684643426424,0.03201433584187887,0.021923590451478958,0.03503936747515321,0.023310708472982705,8.633236988137483,10.899460815781953,0.019109642133116722,0.01844724640250206
PM,1668,29,0.02525255484516513,0.018488537520170212,0.030086468761308584,0.021774431854732032,16.06673735789128,0.026674661166373924,0.01875276118516922,0.028296415983521617,0.01875033328172145,5.731308226780807,10.899022792336044,0.017573010176420212,0.016116326674818993
UNH,1668,29,0.03296309374869697,0.021920250728726387,0.038244905188501044,0.025511852036103084,13.810496885195933,0.037495683816532184,0.022948995232582092,0.04059862533933313,0.024384788056060286,7.6429718909588935,10.726734388077414,0.019416745752096176,0.017947429791092873
IBM,1668,29,0.027239827662655296,0.019549166783690453,0.03192597725612695,0.022416201670948228,14.678171182911326,0.02905897165711159,0.02017212100327015,0.031164009144154566,0.020508954769074533,6.754706935509347,10.716439059210337,0.017815615981817245,0.017288045957684517
HON,1668,29,0.02648503186317168,0.018924077972769737,0.030924552373735807,0.02117702083234267,14.355973392632215,0.02768534667835817,0.018570605665445328,0.029769981564671397,0.019486374963946538,7.00247288290935,10.679223137770784,0.018950721248984337,0.017994871363043785
LMT,1668,29,0.026346162961546484,0.018382757902145386,0.030769316470260395,0.020345645830270955,14.37520886428868,0.026600513973241674,0.01855107955634594,0.02834727007995169,0.018490958281572014,6.16199056129002,10.26859971278935,0.018660051748156548,0.017826957628130913
ABBV,1668,29,0.02661735571395797,0.01910916529595852,0.031518780158340275,0.022335354571556,15.550806280443318,0.02815007765650307,0.01962089166045189,0.02958834676508847,0.019197912052764853,4.860930960436171,10.205868620439745,0.01870810240507126,0.017200930044054985
WMT,1668,29,0.023009758091449273,0.016898158937692642,0.027407937135752476,0.01905743508727316,16.04709986935122,0.02298209949515954,0.016119057312607765,0.024003914890407835,0.015418871279409437,4.256869764425886,10.151984816888554,0.01740429736673832,0.015940306708216667
RTX,1668,29,0.03202948129236676,0.020799389109015465,0.03745552427316131,0.024173313187114326,14.4866293720058,0.033353505318927064,0.021405989304184914,0.03536277228097438,0.02198110267512047,5.681870601328198,10.084249986666999,0.0196274034678936,0.018603293225169182
